Results from heasarc_fermigtrig: Fermi GBM Trigger Catalog
Coordinate system: Equatorial
|trigger_name|name          |ra        |dec      |time                   |end_time               |trigger_time           |trigger_type|reliability|
|bn240425042 |TGF240425042  |10 44 16.1|+20 37 00|2024-04-25 00:58:16.349|2024-04-25 01:08:30.759|2024-04-25 01:00:30.671|TGF         |     1.0000|
|bn240730041 |SFL240730041  |08 58 08.0|+20 39 00|2024-07-30 00:57:16.481|2024-07-30 01:07:30.893|2024-07-30 00:59:32.963|SFLARE      |     0.9529|
|bn240719751 |SFLARE24071975|07 57 03.8|+20 42 52|2024-07-19 18:01:31.581|2024-07-19 18:01:56.158|2024-07-19 18:01:40.381|SFLARE      |     1.0000|
|bn240719346 |SFLARE24071934|07 55 26.4|+20 47 21|2024-07-19 08:15:20.713|2024-07-19 08:25:35.122|2024-07-19 08:17:32.650|SFLARE      |     1.0000|
|bn240719307 |SFLARE24071930|07 55 17.0|+20 47 46|2024-07-19 07:20:20.538|2024-07-19 07:30:34.948|2024-07-19 07:22:34.940|SFLARE      |     1.0000|
|bn240802716 |SFL240802716  |08 37 00.0|+20 48 00|2024-08-02 17:09:08.199|2024-08-02 17:15:08.655|2024-08-02 17:11:20.426|SFLARE      |     0.9451|
|bn240713813 |SFL240713813  |07 47 04.0|+20 57 00|2024-07-13 19:28:15.701|2024-07-13 19:38:30.110|2024-07-13 19:30:33.559|SFLARE      |     0.9608|
|bn240718424 |SFLARE24071842|07 51 44.6|+20 57 20|2024-07-18 10:08:55.373|2024-07-18 10:19:09.782|2024-07-18 10:11:07.855|SFLARE      |     1.0000|
|bn240616234 |GRB240616234  |09 57 40.8|+20 57 36|2024-06-16 05:34:28.154|2024-06-16 05:44:42.567|2024-06-16 05:36:43.101|GRB         |     1.0000|
|bn240807205 |SFL240807205  |08 36 16.0|+21 01 00|2024-08-07 04:52:32.528|2024-08-07 05:02:46.941|2024-08-07 04:54:47.603|SFLARE      |     0.9373|
|bn240716917 |SFLARE24071691|07 45 40.8|+21 13 00|2024-07-16 21:57:56.643|2024-07-16 22:08:11.052|2024-07-16 22:00:15.717|SFLARE      |     1.0000|
|bn240716544 |SFLARE24071654|07 44 10.6|+21 16 45|2024-07-16 13:01:13.871|2024-07-16 13:11:20.090|2024-07-16 13:03:25.041|SFLARE      |     1.0000|
|bn240716313 |SFLARE24071631|07 43 14.9|+21 19 03|2024-07-16 07:30:33.177|2024-07-16 07:39:09.280|2024-07-16 07:31:13.785|SFLARE      |     1.0000|
|bn240716083 |SFLARE24071608|07 42 19.0|+21 21 20|2024-07-16 01:56:32.939|2024-07-16 02:06:47.350|2024-07-16 01:58:50.830|SFLARE      |     1.0000|
|bn240527744 |SFLARE24052774|04 18 56.9|+21 24 24|2024-05-27 17:48:35.535|2024-05-27 17:58:49.946|2024-05-27 17:50:48.977|SFLARE      |     1.0000|
|bn240715395 |SFLARE24071539|07 39 32.4|+21 28 00|2024-07-15 09:26:39.091|2024-07-15 09:36:53.500|2024-07-15 09:28:56.053|SFLARE      |     1.0000|
|bn240715216 |SFLARE24071521|07 38 49.0|+21 29 43|2024-07-15 05:08:51.147|2024-07-15 05:19:05.557|2024-07-15 05:11:06.829|SFLARE      |     1.0000|
|bn240714502 |SFLARE24071450|07 35 55.4|+21 36 25|2024-07-14 12:00:42.327|2024-07-14 12:10:56.738|2024-07-14 12:02:57.497|SFLARE      |     1.0000|
|bn240714172 |SFLARE24071417|07 34 35.3|+21 39 27|2024-07-14 04:05:47.436|2024-07-14 04:16:01.847|2024-07-14 04:08:04.751|SFLARE      |     1.0000|
|bn240714104 |SFLARE24071410|07 34 18.7|+21 40 04|2024-07-14 02:27:01.106|2024-07-14 02:37:15.517|2024-07-14 02:29:20.244|SFLARE      |     1.0000|
|bn240713956 |SFLARE24071395|07 33 42.7|+21 41 25|2024-07-13 22:53:55.711|2024-07-13 23:04:10.120|2024-07-13 22:56:09.473|SFLARE      |     1.0000|
|bn240529615 |SFLARE24052961|04 26 33.9|+21 42 02|2024-05-29 14:43:16.962|2024-05-29 14:53:23.179|2024-05-29 14:45:28.452|SFLARE      |     1.0000|
|bn240529762 |SFLARE24052976|04 27 10.0|+21 43 22|2024-05-29 18:15:43.939|2024-05-29 18:25:58.349|2024-05-29 18:17:57.445|SFLARE      |     1.0000|
|bn240529769 |SFLARE24052976|04 27 11.7|+21 43 26|2024-05-29 18:25:41.965|2024-05-29 18:35:58.337|2024-05-29 18:27:56.089|SFLARE      |     1.0000|
|bn240529776 |SFLARE24052977|04 27 13.4|+21 43 29|2024-05-29 18:35:50.145|2024-05-29 18:45:56.778|2024-05-29 18:37:54.530|SFLARE      |     1.0000|
|bn240529786 |SFLARE24052978|04 27 15.8|+21 43 35|2024-05-29 18:49:54.958|2024-05-29 19:00:09.369|2024-05-29 18:52:10.672|SFLARE      |     1.0000|
|bn240713633 |SFLARE24071363|07 32 24.2|+21 44 19|2024-07-13 15:09:51.555|2024-07-13 15:20:05.965|2024-07-13 15:12:07.621|SFLARE      |     1.0000|
|bn240315464 |GRB240315464  |13 17 55.2|+21 51 36|2024-03-15 11:05:14.271|2024-03-15 11:15:28.682|2024-03-15 11:07:29.442|GRB         |     0.9647|
|bn240531148 |SFLARE24053114|04 32 49.4|+21 55 30|2024-05-31 03:30:40.222|2024-05-31 03:40:54.632|2024-05-31 03:32:55.712|SFLARE      |     1.0000|
|bn240314480 |GRB240314480  |09 28 38.4|+21 57 36|2024-03-14 11:28:50.237|2024-03-14 11:39:04.648|2024-03-14 11:31:07.456|GRB         |     0.9725|
|bn240712056 |SFLARE24071205|07 25 59.8|+21 57 56|2024-07-12 01:18:54.568|2024-07-12 01:29:08.978|2024-07-12 01:21:11.626|SFLARE      |     1.0000|
|bn240531527 |SFLARE24053152|04 34 22.5|+21 58 42|2024-05-31 12:36:59.992|2024-05-31 12:47:14.401|2024-05-31 12:39:11.898|SFLARE      |     1.0000|
|bn240531674 |SFLARE24053167|04 34 58.5|+21 59 55|2024-05-31 16:07:49.365|2024-05-31 16:18:03.775|2024-05-31 16:10:06.391|SFLARE      |     1.0000|
|bn240711661 |SFLARE24071166|07 24 23.3|+22 01 12|2024-07-11 15:48:57.053|2024-07-11 15:59:11.463|2024-07-11 15:51:13.503|SFLARE      |     1.0000|
|bn240710543 |SFL240710543  |06 57 12.0|+22 05 00|2024-07-10 13:00:22.247|2024-07-10 13:10:36.657|2024-07-10 13:02:36.297|SFLARE      |     0.8706|
|bn240711189 |SFLARE24071118|07 22 27.8|+22 05 01|2024-07-11 04:29:47.659|2024-07-11 04:39:53.876|2024-07-11 04:31:59.053|SFLARE      |     1.0000|
|bn240711048 |SFLARE24071104|07 21 53.5|+22 06 09|2024-07-11 01:07:23.180|2024-07-11 01:17:37.589|2024-07-11 01:09:37.806|SFLARE      |     1.0000|
|bn240601777 |SFLARE24060177|04 39 29.6|+22 08 50|2024-06-01 18:36:49.064|2024-06-01 18:46:55.281|2024-06-01 18:39:00.298|SFLARE      |     1.0000|
|bn240602075 |SFLARE24060207|04 40 42.8|+22 11 09|2024-06-02 01:45:11.466|2024-06-02 01:55:25.877|2024-06-02 01:47:28.236|SFLARE      |     1.0000|
|bn240602607 |SFLARE24060260|04 42 53.9|+22 15 13|2024-06-02 14:31:57.010|2024-06-02 14:42:11.421|2024-06-02 14:34:13.108|SFLARE      |     1.0000|
|bn240603331 |SFLARE24060333|04 45 52.3|+22 20 35|2024-06-03 07:54:53.308|2024-06-03 08:05:07.719|2024-06-03 07:57:09.022|SFLARE      |     1.0000|
|bn240603494 |SFLARE24060349|04 46 32.5|+22 21 46|2024-06-03 11:49:32.083|2024-06-03 11:59:46.492|2024-06-03 11:51:46.357|SFLARE      |     1.0000|
|bn240603518 |SFLARE24060351|04 46 38.3|+22 21 56|2024-06-03 12:23:34.819|2024-06-03 12:32:10.923|2024-06-03 12:25:47.717|SFLARE      |     1.0000|
|bn240604158 |SFLARE24060415|04 49 16.1|+22 26 27|2024-06-04 03:44:37.506|2024-06-04 03:54:43.723|2024-06-04 03:46:48.964|SFLARE      |     1.0000|
|bn240604241 |SFLARE24060424|04 49 36.7|+22 27 02|2024-06-04 05:44:44.038|2024-06-04 05:54:58.448|2024-06-04 05:47:00.744|SFLARE      |     1.0000|
|bn240604377 |SFLARE24060437|04 50 10.2|+22 27 58|2024-06-04 08:59:54.461|2024-06-04 09:10:08.871|2024-06-04 09:02:12.383|SFLARE      |     1.0000|
|bn241208430 |TGF241208430  |20 51 56.0|+22 32 00|2024-12-08 10:17:33.537|2024-12-08 10:27:47.951|2024-12-08 10:19:45.972|TGF         |     1.0000|
|bn240605406 |SFLARE24060540|04 54 24.4|+22 34 49|2024-06-05 09:41:41.619|2024-06-05 09:51:56.028|2024-06-05 09:43:59.029|SFLARE      |     1.0000|
|bn240606162 |SFLARE24060616|04 57 31.6|+22 39 35|2024-06-06 03:51:36.689|2024-06-06 04:01:51.099|2024-06-06 03:53:52.723|SFLARE      |     1.0000|
|bn240606625 |SFLARE24060662|04 59 26.1|+22 42 23|2024-06-06 14:57:28.536|2024-06-06 15:07:42.947|2024-06-06 14:59:47.771|SFLARE      |     1.0000|
|bn240705839 |SFLARE24070583|07 00 33.8|+22 42 23|2024-07-05 20:06:13.007|2024-07-05 20:16:27.416|2024-07-05 20:08:25.681|SFLARE      |     1.0000|
|bn240607127 |SFLARE24060712|05 01 30.3|+22 45 19|2024-06-07 03:00:02.724|2024-06-07 03:10:17.133|2024-06-07 03:02:21.862|SFLARE      |     1.0000|
|bn240608035 |SFLARE24060803|05 05 15.5|+22 50 23|2024-06-08 00:49:56.382|2024-06-08 00:50:44.511|2024-06-08 00:50:05.342|SFLARE      |     1.0000|
|bn240608061 |SFLARE24060806|05 05 21.9|+22 50 32|2024-06-08 01:25:18.857|2024-06-08 01:35:33.267|2024-06-08 01:27:31.819|SFLARE      |     1.0000|
|bn240608068 |SFLARE24060806|05 05 23.6|+22 50 34|2024-06-08 01:35:16.883|2024-06-08 01:45:23.659|2024-06-08 01:37:32.611|SFLARE      |     1.0000|
|bn240609289 |SFLARE24060928|05 10 26.8|+22 56 51|2024-06-09 06:54:41.124|2024-06-09 07:04:47.341|2024-06-09 06:56:52.550|SFLARE      |     1.0000|
|bn241011566 |LOCLPAR2410115|08 08 19.9|+23 02 00|2024-10-11 13:32:33.369|2024-10-11 13:42:39.589|2024-10-11 13:34:44.443|LOCLPAR     |     1.0000|
|bn240610407 |SFLARE24061040|05 15 04.5|+23 02 04|2024-06-10 09:44:07.818|2024-06-10 09:47:21.357|2024-06-10 09:46:19.404|SFLARE      |     1.0000|
|bn240730804 |SFL240730804  |08 47 08.0|+23 09 00|2024-07-30 19:15:45.576|2024-07-30 19:25:59.987|2024-07-30 19:17:57.418|SFLARE      |     0.9412|
|bn240613786 |SFLARE24061378|05 29 05.6|+23 14 46|2024-06-13 18:49:54.309|2024-06-13 18:59:03.184|2024-06-13 18:52:12.040|SFLARE      |     1.0000|
|bn240628298 |SFLARE24062829|06 29 24.8|+23 15 50|2024-06-28 07:07:18.255|2024-06-28 07:17:32.668|2024-06-28 07:09:35.473|SFLARE      |     1.0000|
|bn240614185 |SFLARE24061418|05 30 45.0|+23 15 57|2024-06-14 04:24:46.918|2024-06-14 04:35:01.330|2024-06-14 04:27:03.177|SFLARE      |     1.0000|
|bn240508902 |UNCERT24050890|02 55 16.0|+23 16 00|2024-05-08 21:36:08.113|2024-05-08 21:45:49.758|2024-05-08 21:38:24.308|UNCERT      |     1.0000|
|bn240616285 |SFLARE24061628|05 39 28.7|+23 21 08|2024-06-16 06:48:31.728|2024-06-16 06:58:46.141|2024-06-16 06:50:49.203|SFLARE      |     1.0000|
|bn240616298 |SFLARE24061629|05 39 31.9|+23 21 10|2024-06-16 07:07:19.016|2024-06-16 07:17:33.428|2024-06-16 07:09:31.690|SFLARE      |     1.0000|
|bn240616706 |SFLARE24061670|05 41 13.6|+23 21 58|2024-06-16 16:54:15.474|2024-06-16 17:04:29.887|2024-06-16 16:56:32.917|SFLARE      |     1.0000|
|bn240616890 |SFLARE24061689|05 41 59.7|+23 22 18|2024-06-16 21:20:01.905|2024-06-16 21:27:32.475|2024-06-16 21:22:18.580|SFLARE      |     1.0000|
|bn240617034 |SFLARE24061703|05 42 35.4|+23 22 33|2024-06-17 00:46:17.191|2024-06-17 00:56:35.036|2024-06-17 00:48:36.394|SFLARE      |     1.0000|
|bn240617331 |SFLARE24061733|05 43 49.5|+23 23 02|2024-06-17 07:53:46.462|2024-06-17 08:04:00.875|2024-06-17 07:56:01.185|SFLARE      |     1.0000|
|bn240624673 |SFLARE24062467|06 14 21.8|+23 23 42|2024-06-24 16:06:58.060|2024-06-24 16:17:12.473|2024-06-24 16:09:13.775|SFLARE      |     1.0000|
|bn240624581 |SFLARE24062458|06 13 58.8|+23 23 50|2024-06-24 13:54:01.542|2024-06-24 13:57:42.731|2024-06-24 13:56:14.697|SFLARE      |     1.0000|
|bn240624269 |SFLARE24062426|06 12 40.9|+23 24 15|2024-06-24 06:24:32.131|2024-06-24 06:34:46.544|2024-06-24 06:26:45.189|SFLARE      |     1.0000|
|bn240624201 |SFLARE24062420|06 12 24.2|+23 24 20|2024-06-24 04:47:53.553|2024-06-24 04:57:59.774|2024-06-24 04:50:04.724|SFLARE      |     1.0000|
|bn240624046 |SFLARE24062404|06 11 45.3|+23 24 31|2024-06-24 01:03:19.827|2024-06-24 01:13:34.240|2024-06-24 01:05:37.014|SFLARE      |     1.0000|
|bn240618472 |SFLARE24061847|05 48 34.3|+23 24 36|2024-06-18 11:17:30.180|2024-06-18 11:27:44.594|2024-06-18 11:19:44.391|SFLARE      |     1.0000|
|bn240623782 |SFLARE24062378|06 10 39.5|+23 24 49|2024-06-23 18:43:33.686|2024-06-23 18:53:48.099|2024-06-23 18:45:52.601|SFLARE      |     1.0000|
|bn240618908 |SFLARE24061890|05 50 23.3|+23 25 04|2024-06-18 21:46:00.822|2024-06-18 21:56:15.234|2024-06-18 21:48:13.592|SFLARE      |     1.0000|
|bn240623480 |SFLARE24062348|06 09 24.3|+23 25 07|2024-06-23 11:30:28.454|2024-06-23 11:39:45.522|2024-06-23 11:31:50.472|SFLARE      |     1.0000|
|bn240622436 |SFLARE24062243|06 05 03.6|+23 25 52|2024-06-22 10:24:56.754|2024-06-22 10:35:11.168|2024-06-22 10:27:13.589|SFLARE      |     1.0000|
|bn240622368 |SFLARE24062236|06 04 46.7|+23 25 54|2024-06-22 08:47:10.863|2024-06-22 08:57:17.085|2024-06-22 08:49:22.514|SFLARE      |     1.0000|
|bn240620815 |SFLARE24062081|05 58 19.2|+23 26 08|2024-06-20 19:31:34.625|2024-06-20 19:41:49.038|2024-06-20 19:33:46.500|SFLARE      |     1.0000|
|bn240620969 |SFLARE24062096|05 58 57.6|+23 26 09|2024-06-20 23:12:59.063|2024-06-20 23:23:13.477|2024-06-20 23:15:18.010|SFLARE      |     1.0000|
|bn241117845 |GRB241117845  |21 33 57.6|+23 32 24|2024-11-17 20:14:40.303|2024-11-17 20:24:54.715|2024-11-17 20:16:55.986|GRB         |     0.9765|
|bn240513898 |TGF240513898  |14 44 40.1|+23 40 00|2024-05-13 21:31:23.235|2024-05-13 21:41:37.647|2024-05-13 21:33:39.125|TGF         |     1.0000|
|bn240524337 |UNCERT24052433|02 30 16.8|+24 01 12|2024-05-24 08:02:26.822|2024-05-24 08:05:45.481|2024-05-24 08:04:44.040|UNCERT      |     1.0000|
|bn240729977 |SFL240729977  |07 47 24.0|+24 06 00|2024-07-29 23:25:08.460|2024-07-29 23:32:30.837|2024-07-29 23:27:20.974|SFLARE      |     0.8824|
|bn240514431 |GRB240514431  |10 59 21.6|+24 07 48|2024-05-14 10:17:43.561|2024-05-14 10:27:57.974|2024-05-14 10:20:01.804|GRB         |     0.9725|
|bn241219009 |UNCERT24121900|03 50 56.0|+24 35 00|2024-12-19 00:10:28.547|2024-12-19 00:20:34.767|2024-12-19 00:12:39.750|UNCERT      |     1.0000|
|bn240303255 |TGF240303255  |10 45 48.0|+24 53 00|2024-03-03 06:04:54.651|2024-03-03 06:15:09.064|2024-03-03 06:07:06.766|TGF         |     1.0000|
|bn241018079 |TGF241018079  |08 16 00.0|+25 04 48|2024-10-18 01:51:44.715|2024-10-18 02:01:59.127|2024-10-18 01:54:03.261|TGF         |     1.0000|
|bn240801138 |GRB240801138  |01 41 33.6|+25 09 00|2024-08-01 03:15:52.521|2024-08-01 03:26:06.933|2024-08-01 03:18:09.740|GRB         |     0.9490|
|bn240822338 |SFL240822338  |10 07 08.0|+25 09 00|2024-08-22 08:04:07.204|2024-08-22 08:14:21.613|2024-08-22 08:06:20.518|SFLARE      |     0.8275|
|bn240808300 |SFL240808300  |09 33 40.0|+25 39 00|2024-08-08 07:10:11.710|2024-08-08 07:20:26.122|2024-08-08 07:12:24.385|SFLARE      |     0.8510|
|bn240809129 |UNRELOC2408091|20 42 48.0|+25 44 00|2024-08-09 03:03:57.514|2024-08-09 03:14:11.927|2024-08-09 03:06:14.988|UNCERT      |     1.0000|
|bn240604587 |GRB240604587  |11 00 57.6|+25 48 36|2024-06-04 14:03:32.393|2024-06-04 14:13:38.611|2024-06-04 14:05:43.467|GRB         |     0.6745|
|bn241118615 |GRB241118615  |21 36 24.0|+25 51 00|2024-11-18 14:44:01.860|2024-11-18 14:54:16.271|2024-11-18 14:46:15.751|GRB         |     0.8824|
|bn240220469 |GRB240220469  |03 40 40.8|+26 24 36|2024-02-20 11:13:06.492|2024-02-20 11:23:20.904|2024-02-20 11:15:23.966|GRB         |     0.7843|
|bn240501455 |GRB240501455  |17 08 50.4|+26 32 24|2024-05-01 10:52:16.744|2024-05-01 11:02:31.157|2024-05-01 10:54:33.963|GRB         |     0.9686|
|bn240618962 |UNCERT24061896|19 56 52.1|+27 14 00|2024-06-18 23:03:38.259|2024-06-18 23:13:52.672|2024-06-18 23:05:52.918|UNCERT      |     1.0000|
|bn241023476 |TGF241023476  |01 24 24.0|+27 29 00|2024-10-23 11:23:36.462|2024-10-23 11:33:50.872|2024-10-23 11:25:51.248|TGF         |     1.0000|
|bn240512259 |LOCLPAR2405122|10 13 55.9|+27 45 00|2024-05-12 06:11:17.642|2024-05-12 06:21:32.056|2024-05-12 06:13:32.813|LOCLPAR     |     1.0000|
|bn240502600 |GRB240502600  |20 36 28.8|+28 33 36|2024-05-02 14:21:27.059|2024-05-02 14:31:41.471|2024-05-02 14:23:42.230|GRB         |     0.8118|
|bn241112218 |LOCLPAR2411122|18 53 16.8|+28 34 12|2024-11-12 05:11:44.306|2024-11-12 05:21:58.716|2024-11-12 05:13:58.452|LOCLPAR     |     1.0000|
|bn241012024 |TGF241012024  |07 55 00.0|+28 35 00|2024-10-12 00:32:19.343|2024-10-12 00:42:33.755|2024-10-12 00:34:36.513|TGF         |     1.0000|
|bn241221016 |GRB241221016  |05 18 07.2|+29 12 00|2024-12-21 00:20:19.138|2024-12-21 00:30:33.549|2024-12-21 00:22:34.309|GRB         |     0.9647|
|bn240910488 |GRB240910488  |11 25 21.6|+29 14 24|2024-09-10 11:40:18.487|2024-09-10 11:50:32.896|2024-09-10 11:42:30.553|GRB         |     1.0000|
|bn240914298 |GRB240914298  |19 34 26.4|+29 15 00|2024-09-14 07:07:30.095|2024-09-14 07:17:44.505|2024-09-14 07:09:47.313|GRB         |     0.3922|
|bn240402989 |GRB240402989  |14 43 24.0|+29 18 36|2024-04-02 23:41:48.412|2024-04-02 23:52:02.823|2024-04-02 23:44:04.223|GRB         |     0.9176|
|bn240422276 |TGF240422276  |11 44 43.9|+30 00 00|2024-04-22 06:34:59.763|2024-04-22 06:45:14.173|2024-04-22 06:37:18.485|TGF         |     1.0000|
|bn240720017 |GRB240720017  |06 26 48.0|+30 20 31|2024-07-20 00:22:38.222|2024-07-20 00:32:52.632|2024-07-20 00:24:51.216|GRB         |     1.0000|
|bn240512131 |LOCLPAR2405121|16 06 07.2|+30 39 36|2024-05-12 03:05:41.739|2024-05-12 03:15:56.152|2024-05-12 03:07:56.910|LOCLPAR     |     1.0000|
|bn241107864 |TGF241107864  |15 37 56.0|+30 51 00|2024-11-07 20:42:25.568|2024-11-07 20:47:36.869|2024-11-07 20:44:41.554|TGF         |     1.0000|
|bn240901677 |LOCLPAR2409016|21 09 52.1|+31 33 00|2024-09-01 16:12:21.284|2024-09-01 16:22:27.502|2024-09-01 16:14:32.358|LOCLPAR     |     1.0000|
|bn241104771 |GRB241104771  |02 10 17.8|+31 33 18|2024-11-04 18:27:56.735|2024-11-04 18:38:11.145|2024-11-04 18:30:15.425|GRB         |     1.0000|
|bn240803142 |TGF240803142  |15 58 20.0|+31 43 00|2024-08-03 03:22:31.226|2024-08-03 03:32:45.639|2024-08-03 03:24:45.165|TGF         |     1.0000|
|bn240521936 |UNCERT24052193|20 46 04.1|+31 59 00|2024-05-21 22:25:45.012|2024-05-21 22:35:59.422|2024-05-21 22:28:01.206|UNCERT      |     1.0000|
|bn240519961 |LOCLPAR2405199|20 53 00.0|+32 47 00|2024-05-19 23:01:47.907|2024-05-19 23:12:02.317|2024-05-19 23:04:03.077|LOCLPAR     |     1.0000|
|bn240307606 |TGF240307606  |10 48 36.0|+32 57 00|2024-03-07 14:30:27.769|2024-03-07 14:40:42.180|2024-03-07 14:32:42.108|TGF         |     1.0000|
|bn240904869 |LOCLPAR2409048|13 45 12.0|+32 59 00|2024-09-04 20:51:28.401|2024-09-04 21:00:01.714|2024-09-04 20:52:03.394|LOCLPAR     |     1.0000|
|bn240704947 |LOCLPAR2407049|23 51 43.9|+33 00 00|2024-07-04 22:43:26.667|2024-07-04 22:43:59.436|2024-07-04 22:43:34.859|LOCLPAR     |     1.0000|
|bn240702972 |LOCLPAR2407029|00 23 00.0|+33 10 00|2024-07-02 23:19:46.205|2024-07-02 23:20:02.589|2024-07-02 23:19:54.397|LOCLPAR     |     1.0000|
|bn240513682 |GRB240513682  |00 10 00.0|+33 50 24|2024-05-13 16:19:24.463|2024-05-13 16:26:05.879|2024-05-13 16:21:42.258|GRB         |     0.8902|
|bn240604620 |LOCLPAR2406046|13 04 52.1|+33 54 00|2024-06-04 14:50:31.327|2024-06-04 15:00:45.736|2024-06-04 14:52:46.497|LOCLPAR     |     1.0000|
|bn241011066 |LOCLPAR2410110|18 46 28.1|+33 56 00|2024-10-11 01:32:29.030|2024-10-11 01:42:35.251|2024-10-11 01:34:40.105|LOCLPAR     |     1.0000|
|bn240912074 |GRB240912074  |08 18 32.4|+33 59 56|2024-09-12 01:44:24.401|2024-09-12 01:54:38.810|2024-09-12 01:46:40.595|GRB         |     1.0000|
|bn240425031 |TGF240425031  |13 56 04.1|+34 09 00|2024-04-25 00:42:29.685|2024-04-25 00:52:44.094|2024-04-25 00:44:46.711|TGF         |     1.0000|
|bn241030774 |GRB241030774  |03 23 10.1|+34 26 46|2024-10-30 18:32:04.197|2024-10-30 18:42:18.607|2024-10-30 18:34:20.392|GRB         |     1.0000|
|bn240605338 |GRB240605338  |04 32 55.2|+34 27 36|2024-06-05 08:04:47.260|2024-06-05 08:15:01.669|2024-06-05 08:07:04.478|GRB         |     0.9294|
|bn240831759 |LOCLPAR2408317|21 04 00.0|+34 34 00|2024-08-31 18:11:02.269|2024-08-31 18:21:16.679|2024-08-31 18:13:17.439|LOCLPAR     |     1.0000|
|bn240129632 |GRB240129632  |07 12 04.8|+34 36 00|2024-01-29 15:08:27.229|2024-01-29 15:17:19.719|2024-01-29 15:09:22.526|GRB         |     1.0000|
|bn240722575 |BELOWHZ2407225|15 00 12.0|+34 57 00|2024-07-22 13:45:07.569|2024-07-22 13:55:21.978|2024-07-22 13:47:24.787|UNCERT      |     1.0000|
|bn241108924 |TGF241108924  |10 05 36.0|+35 14 00|2024-11-08 22:07:35.727|2024-11-08 22:17:50.137|2024-11-08 22:09:53.265|TGF         |     1.0000|
|bn241010404 |TGF241010404  |13 06 32.0|+35 25 00|2024-10-10 09:39:50.323|2024-10-10 09:50:04.736|2024-10-10 09:42:09.238|TGF         |     1.0000|
|bn241205787 |TGF241205787  |03 36 00.0|+35 37 00|2024-12-05 18:51:17.050|2024-12-05 18:55:22.815|2024-12-05 18:53:33.180|TGF         |     1.0000|
|bn240616640 |UNCERT24061664|11 16 52.8|+35 45 36|2024-06-16 15:19:58.564|2024-06-16 15:30:12.977|2024-06-16 15:22:15.782|UNCERT      |     1.0000|
|bn240712726 |TGF240712726  |14 43 52.0|+35 46 00|2024-07-12 17:23:55.149|2024-07-12 17:34:09.559|2024-07-12 17:26:09.167|TGF         |     1.0000|
|bn240206567 |UNCERT24020656|21 15 16.1|+35 51 00|2024-02-06 13:33:58.532|2024-02-06 13:44:12.943|2024-02-06 13:36:15.014|UNCERT      |     1.0000|
|bn240511271 |LOCLPAR2405112|10 57 52.1|+36 09 00|2024-05-11 06:27:30.611|2024-05-11 06:37:45.024|2024-05-11 06:29:45.782|LOCLPAR     |     1.0000|
|bn240828622 |GRB240828622  |15 02 03.1|+36 31 43|2024-08-28 14:52:51.852|2024-08-28 15:03:06.263|2024-08-28 14:55:06.830|GRB         |     1.0000|
|bn240724550 |LOCLPAR2407245|15 15 24.0|+36 39 00|2024-07-24 13:09:03.036|2024-07-24 13:19:17.445|2024-07-24 13:11:20.254|LOCLPAR     |     1.0000|
|bn240511136 |LOCLPAR2405111|10 53 31.9|+36 41 00|2024-05-11 03:13:42.564|2024-05-11 03:23:56.977|2024-05-11 03:15:59.783|LOCLPAR     |     1.0000|
|bn240706920 |LOCLPAR2407069|23 28 19.9|+37 07 00|2024-07-06 22:01:53.195|2024-07-06 22:09:31.955|2024-07-06 22:04:06.317|LOCLPAR     |     1.0000|
|bn240806595 |UNCERT24080659|22 13 28.8|+37 15 36|2024-08-06 14:14:38.534|2024-08-06 14:19:17.067|2024-08-06 14:16:53.577|UNCERT      |     1.0000|
|bn240711744 |UNCERT24071174|17 19 45.6|+37 25 48|2024-07-11 17:48:54.751|2024-07-11 17:59:09.162|2024-07-11 17:51:10.050|UNCERT      |     1.0000|
|bn240908326 |UNCERT24090832|19 22 52.1|+37 31 00|2024-09-08 07:46:46.867|2024-09-08 07:57:01.276|2024-09-08 07:49:03.445|UNCERT      |     1.0000|
|bn240528121 |GRB240528121  |05 34 12.0|+37 46 12|2024-05-28 02:51:52.360|2024-05-28 03:01:58.578|2024-05-28 02:54:03.434|GRB         |     1.0000|
|bn240405630 |GRB240405630  |19 18 36.0|+37 47 24|2024-04-05 15:04:35.424|2024-04-05 15:14:41.643|2024-04-05 15:06:46.498|GRB         |     0.9176|
|bn240401332 |UNCERT24040133|10 48 33.6|+37 48 36|2024-04-01 07:55:27.220|2024-04-01 08:05:41.631|2024-04-01 07:57:45.590|UNCERT      |     1.0000|
|bn240413660 |UNCERT24041366|16 59 43.9|+38 03 00|2024-04-13 15:48:00.206|2024-04-13 15:58:14.618|2024-04-13 15:50:18.193|UNCERT      |     1.0000|
|bn240317454 |GRB240317454  |18 07 48.0|+38 24 00|2024-03-17 10:52:10.895|2024-03-17 11:02:25.306|2024-03-17 10:54:24.017|GRB         |     1.0000|
|bn240615744 |GRB240615744  |21 44 33.8|+38 35 41|2024-06-15 17:49:30.618|2024-06-15 17:59:45.030|2024-06-15 17:51:45.053|GRB         |     1.0000|
|bn240608126 |GRB240608126  |09 39 14.4|+38 36 00|2024-06-08 02:58:53.313|2024-06-08 03:09:07.723|2024-06-08 03:01:06.435|GRB         |     0.9529|
|bn240529389 |TGF240529389  |12 56 19.9|+38 44 00|2024-05-29 09:18:14.390|2024-05-29 09:28:28.800|2024-05-29 09:20:27.080|TGF         |     1.0000|
