Results from heasarc_fermigtrig: Fermi GBM Trigger Catalog
Coordinate system: Equatorial
|trigger_name|name          |ra        |dec      |time                   |end_time               |trigger_time           |trigger_type|reliability|
|bn240523401 |GRB240523401  |21 07 04.8|-20 18 36|2024-05-23 09:35:56.952|2024-05-23 09:46:11.363|2024-05-23 09:38:08.794|GRB         |     0.5961|
|bn240328798 |GRB240328798  |14 53 31.2|-20 04 12|2024-03-28 19:06:59.592|2024-03-28 19:17:05.810|2024-03-28 19:09:10.666|GRB         |     0.9765|
|bn240324856 |UNCERT24032485|15 59 12.0|-19 54 00|2024-03-24 20:29:46.979|2024-03-24 20:40:01.390|2024-03-24 20:32:01.125|UNCERT      |     1.0000|
|bn240215670 |GRB240215670  |06 53 40.8|-19 43 48|2024-02-15 16:03:18.971|2024-02-15 16:13:33.381|2024-02-15 16:05:31.581|GRB         |     1.0000|
|bn241119773 |SFLARE24111977|15 41 15.4|-19 37 07|2024-11-19 18:30:57.584|2024-11-19 18:41:11.996|2024-11-19 18:33:13.203|SFLARE      |     1.0000|
|bn241128558 |SGR241128558  |18 00 55.2|-19 29 24|2024-11-28 13:20:47.179|2024-11-28 13:31:01.593|2024-11-28 13:23:00.974|SGR         |     1.0000|
|bn241118998 |SFLARE24111899|15 38 01.7|-19 26 23|2024-11-18 23:55:14.648|2024-11-19 00:05:29.059|2024-11-18 23:57:32.058|SFLARE      |     1.0000|
|bn241118787 |SFLARE24111878|15 37 08.6|-19 23 25|2024-11-18 18:50:22.810|2024-11-18 19:00:37.220|2024-11-18 18:52:42.044|SFLARE      |     1.0000|
|bn240311250 |UNCERT24031125|18 38 16.1|-19 18 00|2024-03-11 05:57:52.915|2024-03-11 06:08:07.326|2024-03-11 06:00:05.653|UNCERT      |     1.0000|
|bn241118222 |SFLARE24111822|15 34 47.8|-19 15 26|2024-11-18 05:16:57.951|2024-11-18 05:27:12.362|2024-11-18 05:19:10.273|SFLARE      |     1.0000|
|bn241118088 |SFLARE24111808|15 34 14.6|-19 13 31|2024-11-18 02:04:48.654|2024-11-18 02:15:03.065|2024-11-18 02:07:07.472|SFLARE      |     1.0000|
|bn240603102 |GRB240603102  |21 36 38.4|-18 55 12|2024-06-03 02:25:21.291|2024-06-03 02:35:35.700|2024-06-03 02:27:33.484|GRB         |     1.0000|
|bn240629519 |LOCLPAR2406295|01 44 48.0|-18 51 00|2024-06-29 12:24:27.284|2024-06-29 12:26:58.839|2024-06-29 12:26:44.503|LOCLPAR     |     1.0000|
|bn241115992 |SFLARE24111599|15 25 34.1|-18 42 48|2024-11-15 23:45:39.063|2024-11-15 23:55:53.475|2024-11-15 23:47:54.394|SFLARE      |     1.0000|
|bn241115854 |SFLARE24111585|15 25 00.2|-18 40 44|2024-11-15 20:27:47.355|2024-11-15 20:38:01.766|2024-11-15 20:30:00.221|SFLARE      |     1.0000|
|bn241115069 |SFLARE24111506|15 21 46.3|-18 28 49|2024-11-15 01:36:25.580|2024-11-15 01:46:39.991|2024-11-15 01:38:44.238|SFLARE      |     1.0000|
|bn240827905 |LOCLPAR2408279|11 19 07.9|-18 25 00|2024-08-27 21:41:07.947|2024-08-27 21:51:16.126|2024-08-27 21:43:21.070|LOCLPAR     |     1.0000|
|bn241120006 |SGR241120006  |17 56 38.4|-18 19 48|2024-11-20 00:06:12.628|2024-11-20 00:16:27.041|2024-11-20 00:08:30.006|SGR         |     1.0000|
|bn240129172 |SFLARE24012917|20 43 17.8|-18 09 40|2024-01-29 04:08:05.149|2024-01-29 04:16:14.630|2024-01-29 04:08:13.757|SFLARE      |     1.0000|
|bn240129938 |SFLARE24012993|20 46 27.1|-17 57 26|2024-01-29 22:28:52.355|2024-01-29 22:39:06.765|2024-01-29 22:31:04.325|SFLARE      |     1.0000|
|bn241113013 |SFLARE24111301|15 13 21.1|-17 56 40|2024-11-13 00:16:29.796|2024-11-13 00:26:44.207|2024-11-13 00:18:46.311|SFLARE      |     1.0000|
|bn241114842 |TGF241114842  |15 23 36.0|-17 56 24|2024-11-14 20:09:28.861|2024-11-14 20:19:43.270|2024-11-14 20:11:46.591|TGF         |     1.0000|
|bn240511204 |LOCLPAR2405112|05 05 00.0|-17 53 00|2024-05-11 04:51:00.573|2024-05-11 05:01:06.794|2024-05-11 04:53:11.648|LOCLPAR     |     1.0000|
|bn241111168 |SFLARE24111116|15 05 50.9|-17 26 42|2024-11-11 03:59:50.028|2024-11-11 04:10:04.439|2024-11-11 04:02:05.550|SFLARE      |     1.0000|
|bn241110844 |SFLARE24111084|15 04 32.2|-17 21 19|2024-11-10 20:12:38.230|2024-11-10 20:20:00.606|2024-11-10 20:14:56.216|SFLARE      |     1.0000|
|bn240403498 |GRB240403498  |00 26 04.8|-17 18 00|2024-04-03 11:55:18.350|2024-04-03 12:05:32.761|2024-04-03 11:57:30.576|GRB         |     1.0000|
|bn241110502 |SFLARE24111050|15 03 09.1|-17 15 37|2024-11-10 12:00:23.569|2024-11-10 12:04:45.718|2024-11-10 12:02:39.444|SFLARE      |     1.0000|
|bn241109866 |SFLARE24110986|15 00 34.8|-17 04 56|2024-11-09 20:44:47.152|2024-11-09 20:55:01.563|2024-11-09 20:47:05.010|SFLARE      |     1.0000|
|bn240202124 |SFLARE24020212|20 59 30.5|-17 04 33|2024-02-02 02:56:43.748|2024-02-02 03:06:58.160|2024-02-02 02:58:56.615|SFLARE      |     1.0000|
|bn241109513 |SFLARE24110951|14 59 09.6|-16 58 56|2024-11-09 12:16:38.317|2024-11-09 12:25:06.229|2024-11-09 12:18:52.591|SFLARE      |     1.0000|
|bn240202455 |SFLARE24020245|21 00 51.4|-16 58 53|2024-02-02 10:52:52.025|2024-02-02 11:03:06.436|2024-02-02 10:55:07.835|SFLARE      |     1.0000|
|bn240513939 |DISTPAR2405139|22 16 45.6|-16 40 12|2024-05-13 22:30:34.957|2024-05-13 22:40:49.368|2024-05-13 22:32:50.127|DISTPAR     |     1.0000|
|bn240203545 |SFLARE24020354|21 05 17.3|-16 39 58|2024-02-03 13:03:06.463|2024-02-03 13:13:20.873|2024-02-03 13:05:21.857|SFLARE      |     1.0000|
|bn240203747 |SFLARE24020374|21 06 06.5|-16 36 25|2024-02-03 17:53:53.398|2024-02-03 18:03:59.616|2024-02-03 17:56:11.321|SFLARE      |     1.0000|
|bn241108199 |SFLARE24110819|14 53 52.6|-16 36 20|2024-11-08 04:44:48.168|2024-11-08 04:55:02.578|2024-11-08 04:47:03.210|SFLARE      |     1.0000|
|bn241108083 |SFLARE24110808|14 53 24.5|-16 34 19|2024-11-08 01:57:01.492|2024-11-08 02:07:15.902|2024-11-08 01:59:19.798|SFLARE      |     1.0000|
|bn240204102 |SFLARE24020410|21 07 32.6|-16 30 10|2024-02-04 02:24:39.127|2024-02-04 02:34:53.538|2024-02-04 02:26:55.065|SFLARE      |     1.0000|
|bn240204302 |SFLARE24020430|21 08 21.4|-16 26 38|2024-02-04 07:13:05.378|2024-02-04 07:23:19.790|2024-02-04 07:15:23.109|SFLARE      |     1.0000|
|bn240204491 |SFLARE24020449|21 09 07.2|-16 23 16|2024-02-04 11:45:39.516|2024-02-04 11:55:21.159|2024-02-04 11:47:23.806|SFLARE      |     1.0000|
|bn240204601 |SFLARE24020460|21 09 33.8|-16 21 19|2024-02-04 14:23:52.248|2024-02-04 14:34:06.658|2024-02-04 14:26:04.570|SFLARE      |     1.0000|
|bn241107306 |SFLARE24110730|14 50 17.8|-16 20 42|2024-11-07 07:18:34.055|2024-11-07 07:28:48.466|2024-11-07 07:20:48.553|SFLARE      |     1.0000|
|bn240204768 |SFLARE24020476|21 10 14.2|-16 18 21|2024-02-04 18:23:30.961|2024-02-04 18:33:45.372|2024-02-04 18:25:43.795|SFLARE      |     1.0000|
|bn240515519 |LOCLPAR2405155|12 27 55.9|-16 18 00|2024-05-15 12:24:36.897|2024-05-15 12:28:50.853|2024-05-15 12:26:52.067|LOCLPAR     |     1.0000|
|bn240204871 |SFLARE24020487|21 10 39.4|-16 16 30|2024-02-04 20:52:25.809|2024-02-04 21:02:40.219|2024-02-04 20:54:38.323|SFLARE      |     1.0000|
|bn240204880 |SFLARE24020488|21 10 41.3|-16 16 21|2024-02-04 21:04:18.525|2024-02-04 21:14:34.195|2024-02-04 21:06:36.138|SFLARE      |     1.0000|
|bn241107046 |SFLARE24110704|14 49 15.6|-16 16 07|2024-11-07 01:04:42.290|2024-11-07 01:14:56.701|2024-11-07 01:06:55.412|SFLARE      |     1.0000|
|bn241106976 |SFLARE24110697|14 48 58.8|-16 14 52|2024-11-06 23:23:44.695|2024-11-06 23:33:59.106|2024-11-06 23:25:59.449|SFLARE      |     1.0000|
|bn240205143 |SFLARE24020514|21 11 45.1|-16 11 37|2024-02-05 03:23:45.842|2024-02-05 03:33:27.484|2024-02-05 03:26:00.085|SFLARE      |     1.0000|
|bn240205264 |SFLARE24020526|21 12 14.4|-16 09 27|2024-02-05 06:17:37.146|2024-02-05 06:27:51.555|2024-02-05 06:19:55.484|SFLARE      |     1.0000|
|bn240814888 |LOCLPAR2408148|04 09 36.0|-16 03 00|2024-08-14 21:15:50.675|2024-08-14 21:25:56.892|2024-08-14 21:18:01.749|LOCLPAR     |     1.0000|
|bn241106128 |SFLARE24110612|14 45 35.5|-15 59 44|2024-11-06 03:01:58.243|2024-11-06 03:12:12.655|2024-11-06 03:04:15.238|SFLARE      |     1.0000|
|bn241105909 |SFLARE24110590|14 44 43.4|-15 55 48|2024-11-05 21:46:50.928|2024-11-05 21:57:05.338|2024-11-05 21:49:08.434|SFLARE      |     1.0000|
|bn240206288 |SFLARE24020628|21 16 21.8|-15 50 52|2024-02-06 06:52:06.384|2024-02-06 07:02:20.795|2024-02-06 06:54:19.698|SFLARE      |     1.0000|
|bn241105596 |SFLARE24110559|14 43 28.6|-15 50 08|2024-11-05 14:15:38.454|2024-11-05 14:25:52.865|2024-11-05 14:17:57.560|SFLARE      |     1.0000|
|bn240206535 |SFLARE24020653|21 17 21.4|-15 46 21|2024-02-06 12:50:27.298|2024-02-06 12:58:47.019|2024-02-06 12:50:50.274|SFLARE      |     1.0000|
|bn241105177 |SFLARE24110517|14 41 48.7|-15 42 32|2024-11-05 04:12:35.931|2024-11-05 04:22:50.340|2024-11-05 04:14:54.909|SFLARE      |     1.0000|
|bn240206907 |SFLARE24020690|21 18 50.9|-15 39 30|2024-02-06 21:43:39.741|2024-02-06 21:53:21.383|2024-02-06 21:45:52.448|SFLARE      |     1.0000|
|bn241203362 |TGF241203362  |22 38 48.0|-15 38 00|2024-12-03 08:38:56.895|2024-12-03 08:49:11.309|2024-12-03 08:41:13.170|TGF         |     1.0000|
|bn241013041 |GRB241013041  |18 21 06.2|-15 37 49|2024-10-13 00:56:17.139|2024-10-13 01:06:31.552|2024-10-13 00:58:34.358|GRB         |     1.0000|
|bn240207003 |SFLARE24020700|21 19 14.2|-15 37 44|2024-02-07 00:01:51.390|2024-02-07 00:12:05.801|2024-02-07 00:04:08.192|SFLARE      |     1.0000|
|bn240207058 |SFLARE24020705|21 19 27.4|-15 36 43|2024-02-07 01:21:08.108|2024-02-07 01:31:22.518|2024-02-07 01:23:22.926|SFLARE      |     1.0000|
|bn240207136 |SFLARE24020713|21 19 46.1|-15 35 16|2024-02-07 03:13:48.944|2024-02-07 03:22:57.818|2024-02-07 03:16:02.067|SFLARE      |     1.0000|
|bn241104647 |SFLARE24110464|14 39 42.5|-15 32 51|2024-11-04 15:29:34.306|2024-11-04 15:33:07.301|2024-11-04 15:31:45.988|SFLARE      |     1.0000|
|bn240527297 |GRB240527297  |20 30 16.8|-15 25 48|2024-05-27 07:05:11.842|2024-05-27 07:09:25.798|2024-05-27 07:07:25.988|GRB         |     0.7216|
|bn241103938 |SFLARE24110393|14 36 54.0|-15 19 47|2024-11-03 22:27:45.655|2024-11-03 22:38:00.065|2024-11-03 22:30:01.753|SFLARE      |     1.0000|
|bn240208118 |SFLARE24020811|21 23 42.0|-15 16 58|2024-02-08 02:47:50.372|2024-02-08 02:58:04.783|2024-02-08 02:50:05.478|SFLARE      |     1.0000|
|bn241103533 |SFLARE24110353|14 35 18.2|-15 12 16|2024-11-03 12:45:27.466|2024-11-03 12:48:52.269|2024-11-03 12:47:46.508|SFLARE      |     1.0000|
|bn240208490 |SFLARE24020849|21 25 10.8|-15 09 59|2024-02-08 11:42:45.117|2024-02-08 11:48:29.186|2024-02-08 11:44:57.343|SFLARE      |     1.0000|
|bn241103131 |SFLARE24110313|14 33 43.2|-15 04 46|2024-11-03 03:06:53.827|2024-11-03 03:17:08.237|2024-11-03 03:09:12.005|SFLARE      |     1.0000|
|bn240208793 |SFLARE24020879|21 26 23.3|-15 04 15|2024-02-08 18:59:05.220|2024-02-08 19:09:11.439|2024-02-08 19:01:16.678|SFLARE      |     1.0000|
|bn240208981 |SFLARE24020898|21 27 08.4|-15 00 41|2024-02-08 23:29:46.871|2024-02-08 23:40:01.282|2024-02-08 23:32:00.505|SFLARE      |     1.0000|
|bn241119350 |GRB241119350  |16 32 38.4|-15 00 36|2024-11-19 08:21:06.549|2024-11-19 08:31:20.960|2024-11-19 08:23:20.183|GRB         |     0.9294|
|bn240209026 |SFLARE24020902|21 27 19.2|-14 59 49|2024-02-09 00:35:20.534|2024-02-09 00:45:34.944|2024-02-09 00:37:33.208|SFLARE      |     1.0000|
|bn241102802 |SFL241102802  |14 32 25.2|-14 58 35|2024-11-02 19:12:38.342|2024-11-02 19:22:52.752|2024-11-02 19:14:53.736|SFLARE      |     1.0000|
|bn240209312 |SFLARE24020931|21 28 27.6|-14 54 22|2024-02-09 07:27:45.191|2024-02-09 07:37:59.602|2024-02-09 07:29:59.017|SFLARE      |     1.0000|
|bn240421405 |GRB240421405  |19 58 44.6|-14 52 44|2024-04-21 09:40:26.743|2024-04-21 09:50:41.153|2024-04-21 09:42:41.913|GRB         |     1.0000|
|bn240813576 |LOCLPAR2408135|02 54 32.0|-14 50 00|2024-08-13 13:47:36.550|2024-08-13 13:49:55.816|2024-08-13 13:49:49.672|LOCLPAR     |     1.0000|
|bn240209544 |SFLARE24020954|21 29 22.8|-14 49 57|2024-02-09 13:00:48.325|2024-02-09 13:10:54.543|2024-02-09 13:02:59.399|SFLARE      |     1.0000|
|bn241102313 |SFLARE24110231|14 30 29.8|-14 49 21|2024-11-02 07:28:00.535|2024-11-02 07:38:14.947|2024-11-02 07:30:17.562|SFLARE      |     1.0000|
|bn240209747 |SFLARE24020974|21 30 11.3|-14 46 03|2024-02-09 17:53:35.781|2024-02-09 18:03:50.191|2024-02-09 17:55:47.815|SFLARE      |     1.0000|
|bn240210033 |SFLARE24021003|21 31 19.4|-14 40 34|2024-02-10 00:45:34.083|2024-02-10 00:55:48.495|2024-02-10 00:47:52.614|SFLARE      |     1.0000|
|bn240210092 |SFLARE24021009|21 31 33.6|-14 39 26|2024-02-10 02:10:20.430|2024-02-10 02:20:26.648|2024-02-10 02:12:31.632|SFLARE      |     1.0000|
|bn240210160 |SFLARE24021016|21 31 49.7|-14 38 07|2024-02-10 03:47:32.976|2024-02-10 03:57:47.387|2024-02-10 03:49:45.426|SFLARE      |     1.0000|
|bn241008917 |GRB241008917  |07 31 28.8|-14 28 48|2024-10-08 21:57:52.250|2024-10-08 22:08:06.661|2024-10-08 22:00:04.348|GRB         |     0.9020|
|bn240527586 |GRB240527586  |08 32 24.0|-14 28 48|2024-05-27 14:01:33.006|2024-05-27 14:11:47.415|2024-05-27 14:03:51.504|GRB         |     1.0000|
|bn240210763 |SFLARE24021076|21 34 13.2|-14 26 27|2024-02-10 18:15:59.713|2024-02-10 18:26:14.125|2024-02-10 18:18:16.900|SFLARE      |     1.0000|
|bn241101093 |SFLARE24110109|14 25 42.7|-14 26 06|2024-11-01 02:11:26.585|2024-11-01 02:21:40.994|2024-11-01 02:13:40.923|SFLARE      |     1.0000|
|bn240210949 |SFLARE24021094|21 34 57.4|-14 22 49|2024-02-10 22:44:22.398|2024-02-10 22:54:36.809|2024-02-10 22:46:38.752|SFLARE      |     1.0000|
|bn240210960 |SFLARE24021096|21 35 00.0|-14 22 36|2024-02-10 23:00:17.544|2024-02-10 23:10:31.955|2024-02-10 23:02:36.074|SFLARE      |     1.0000|
|bn241031893 |SFLARE24103189|14 24 55.7|-14 22 15|2024-10-31 21:23:29.569|2024-10-31 21:33:43.979|2024-10-31 21:25:44.035|SFLARE      |     1.0000|
|bn240211011 |SFLARE24021101|21 35 12.0|-14 21 37|2024-02-11 00:13:27.440|2024-02-11 00:23:41.850|2024-02-11 00:15:41.074|SFLARE      |     1.0000|
|bn240211018 |SFLARE24021101|21 35 13.7|-14 21 29|2024-02-11 00:23:33.658|2024-02-11 00:33:42.307|2024-02-11 00:25:46.170|SFLARE      |     1.0000|
|bn241207869 |GRB241207869  |15 39 16.8|-14 19 48|2024-12-07 20:48:46.319|2024-12-07 20:59:00.731|2024-12-07 20:51:01.746|GRB         |     0.9412|
|bn240913836 |GRB240913836  |05 57 14.4|-14 16 48|2024-09-13 20:01:25.898|2024-09-13 20:11:40.308|2024-09-13 20:03:39.964|GRB         |     0.9686|
|bn241031533 |SFLARE24103153|14 23 31.2|-14 15 19|2024-10-31 12:45:19.998|2024-10-31 12:55:34.409|2024-10-31 12:47:36.352|SFLARE      |     1.0000|
|bn240211945 |SFLARE24021194|21 38 53.5|-14 03 19|2024-02-11 22:38:32.922|2024-02-11 22:48:47.333|2024-02-11 22:40:51.964|SFLARE      |     1.0000|
|bn241030863 |SFLARE24103086|14 20 54.5|-14 02 19|2024-10-30 20:40:51.475|2024-10-30 20:50:41.310|2024-10-30 20:43:03.318|SFLARE      |     1.0000|
|bn240212069 |SFLARE24021206|21 39 22.8|-14 00 53|2024-02-12 01:36:30.549|2024-02-12 01:46:44.959|2024-02-12 01:38:48.503|SFLARE      |     1.0000|
|bn240710643 |GRB240710643  |16 03 12.0|-14 00 00|2024-07-10 15:23:23.055|2024-07-10 15:33:37.465|2024-07-10 15:25:37.713|GRB         |     1.0000|
|bn241030340 |SFLARE24103034|14 18 52.1|-13 52 04|2024-10-30 08:06:46.111|2024-10-30 08:17:00.522|2024-10-30 08:09:03.681|SFLARE      |     1.0000|
|bn240604594 |GRB240604594  |11 28 52.8|-13 26 24|2024-06-04 14:13:46.804|2024-06-04 14:24:00.791|2024-06-04 14:15:58.991|GRB         |     1.0000|
|bn240525710 |UNCERT24052571|13 30 48.0|-13 21 00|2024-05-25 16:59:44.951|2024-05-25 17:09:59.362|2024-05-25 17:01:59.482|UNCERT      |     1.0000|
|bn241028680 |SFLARE24102868|14 12 25.4|-13 19 14|2024-10-28 16:16:18.560|2024-10-28 16:26:24.778|2024-10-28 16:18:29.826|SFLARE      |     1.0000|
|bn240214312 |SFLARE24021431|21 48 11.8|-13 16 01|2024-02-14 07:27:37.345|2024-02-14 07:37:51.756|2024-02-14 07:29:51.491|SFLARE      |     1.0000|
|bn240525697 |GRB240525697  |13 34 48.0|-13 13 48|2024-05-25 16:41:27.013|2024-05-25 16:51:41.424|2024-05-25 16:43:39.111|GRB         |     0.6902|
|bn241028172 |SFLARE24102817|14 10 27.6|-13 09 04|2024-10-28 04:05:16.373|2024-10-28 04:15:30.784|2024-10-28 04:07:33.303|SFLARE      |     1.0000|
|bn241027972 |SFLARE24102797|14 09 41.5|-13 05 04|2024-10-27 23:18:05.367|2024-10-27 23:28:19.778|2024-10-27 23:20:17.465|SFLARE      |     1.0000|
|bn240215033 |SFLARE24021503|21 51 01.0|-13 01 23|2024-02-15 00:45:18.407|2024-02-15 00:55:32.818|2024-02-15 00:47:30.217|SFLARE      |     1.0000|
|bn240215105 |SFLARE24021510|21 51 17.8|-12 59 55|2024-02-15 02:28:48.322|2024-02-15 02:39:02.732|2024-02-15 02:31:04.964|SFLARE      |     1.0000|
|bn240215757 |SFLARE24021575|21 53 50.6|-12 46 33|2024-02-15 18:08:24.172|2024-02-15 18:18:38.583|2024-02-15 18:10:36.910|SFLARE      |     1.0000|
|bn240209440 |SGR240209440  |18 41 43.2|-12 45 36|2024-02-09 10:30:44.865|2024-02-09 10:40:59.276|2024-02-09 10:33:02.819|SGR         |     1.0000|
|bn240216285 |SFLARE24021628|21 55 53.8|-12 35 41|2024-02-16 06:47:59.636|2024-02-16 06:58:14.047|2024-02-16 06:50:16.406|SFLARE      |     1.0000|
|bn240216292 |SFLARE24021629|21 55 55.4|-12 35 32|2024-02-16 06:58:14.047|2024-02-16 07:08:25.634|2024-02-16 07:00:26.874|SFLARE      |     1.0000|
|bn241026300 |SFLARE24102630|14 03 15.1|-12 31 09|2024-10-26 07:09:43.406|2024-10-26 07:19:57.816|2024-10-26 07:12:02.544|SFLARE      |     1.0000|
|bn241026270 |SFLARE24102627|14 03 08.2|-12 30 32|2024-10-26 06:26:04.431|2024-10-26 06:36:18.842|2024-10-26 06:28:21.649|SFLARE      |     1.0000|
|bn241026259 |SFLARE24102625|14 03 05.8|-12 30 19|2024-10-26 06:10:59.815|2024-10-26 06:21:16.699|2024-10-26 06:13:14.450|SFLARE      |     1.0000|
|bn241026252 |SFLARE24102625|14 03 04.1|-12 30 10|2024-10-26 06:01:01.789|2024-10-26 06:11:16.199|2024-10-26 06:03:15.807|SFLARE      |     1.0000|
|bn241026169 |SFLARE24102616|14 02 44.9|-12 28 28|2024-10-26 04:00:55.122|2024-10-26 04:11:09.531|2024-10-26 04:03:12.308|SFLARE      |     1.0000|
|bn240830863 |UNRELOC2408308|13 42 40.0|-12 22 00|2024-08-30 20:43:04.695|2024-08-30 20:44:01.016|2024-08-30 20:43:26.199|UNCERT      |     1.0000|
|bn241122443 |SGR241122443  |18 03 19.2|-12 15 36|2024-11-22 10:35:24.236|2024-11-22 10:45:38.650|2024-11-22 10:37:38.175|SGR         |     1.0000|
|bn241025313 |SFLARE24102531|13 59 28.1|-12 10 53|2024-10-25 07:28:29.253|2024-10-25 07:38:35.470|2024-10-25 07:30:40.615|SFLARE      |     1.0000|
|bn241117719 |TGF241117719  |18 26 24.0|-11 56 00|2024-11-17 17:13:32.515|2024-11-17 17:23:46.926|2024-11-17 17:15:49.109|TGF         |     1.0000|
|bn241024160 |SFLARE24102416|13 55 03.6|-11 46 59|2024-10-24 03:48:14.125|2024-10-24 03:58:20.344|2024-10-24 03:50:25.199|SFLARE      |     1.0000|
|bn241024151 |SFLARE24102415|13 55 01.7|-11 46 48|2024-10-24 03:35:55.231|2024-10-24 03:46:09.642|2024-10-24 03:38:08.225|SFLARE      |     1.0000|
|bn241023880 |SFLARE24102388|13 53 59.5|-11 41 08|2024-10-23 21:04:58.448|2024-10-23 21:15:12.858|2024-10-23 21:07:14.482|SFLARE      |     1.0000|
|bn240219532 |SFLARE24021953|22 08 28.1|-11 27 36|2024-02-19 12:45:13.404|2024-02-19 12:53:21.861|2024-02-19 12:45:22.460|SFLARE      |     1.0000|
|bn240821511 |SGR240821511  |17 34 52.1|-11 15 00|2024-08-21 12:13:58.344|2024-08-21 12:24:12.755|2024-08-21 12:16:10.186|SGR         |     1.0000|
|bn240625957 |GRB240625957  |06 00 04.8|-11 07 12|2024-06-25 22:56:18.220|2024-06-25 23:06:32.633|2024-06-25 22:58:35.439|GRB         |     0.8784|
|bn240811998 |SFL240811998  |08 32 40.0|-11 05 00|2024-08-11 23:54:59.906|2024-08-12 00:05:14.318|2024-08-11 23:57:12.420|SFLARE      |     0.8275|
|bn241027393 |SFL241027393  |14 07 28.0|-10 57 00|2024-10-27 09:23:46.573|2024-10-27 09:34:00.984|2024-10-27 09:26:03.951|SFLARE      |     0.9333|
|bn240810471 |UNCERT24081047|04 54 24.0|-10 45 00|2024-08-10 11:16:34.192|2024-08-10 11:23:07.416|2024-08-10 11:18:52.083|UNCERT      |     1.0000|
|bn241110243 |LOCLPAR2411102|21 41 52.8|-10 44 24|2024-11-10 05:48:18.191|2024-11-10 05:58:32.601|2024-11-10 05:50:31.313|LOCLPAR     |     1.0000|
|bn240221959 |SFLARE24022195|22 17 47.5|-10 35 26|2024-02-21 22:59:22.071|2024-02-21 23:09:28.292|2024-02-21 23:01:33.754|SFLARE      |     1.0000|
|bn240701563 |LOCLPAR2407015|23 11 43.9|-10 30 00|2024-07-01 13:28:46.725|2024-07-01 13:31:20.327|2024-07-01 13:30:57.799|LOCLPAR     |     1.0000|
|bn240907760 |LOCLPAR2409077|09 20 04.1|-10 22 00|2024-09-07 18:13:04.466|2024-09-07 18:13:47.474|2024-09-07 18:13:43.842|LOCLPAR     |     1.0000|
|bn241129875 |UNCERT24112987|19 28 40.1|-10 22 00|2024-11-29 20:57:04.479|2024-11-29 21:01:18.437|2024-11-29 20:59:20.418|UNCERT      |     1.0000|
|bn240222861 |SFLARE24022286|22 21 14.4|-10 15 49|2024-02-22 20:37:31.113|2024-02-22 20:47:45.526|2024-02-22 20:39:49.868|SFLARE      |     1.0000|
|bn240222932 |SFLARE24022293|22 21 30.5|-10 14 16|2024-02-22 22:19:13.292|2024-02-22 22:29:27.704|2024-02-22 22:21:30.350|SFLARE      |     1.0000|
|bn241019606 |SFLARE24101960|13 37 48.2|-10 10 20|2024-10-19 14:30:18.509|2024-10-19 14:40:32.922|2024-10-19 14:32:36.496|SFLARE      |     1.0000|
|bn241019286 |SFLARE24101928|13 36 36.0|-10 03 25|2024-10-19 06:49:45.013|2024-10-19 06:59:59.425|2024-10-19 06:52:03.575|SFLARE      |     1.0000|
|bn241018816 |SFLARE24101881|13 34 49.9|-09 53 14|2024-10-18 19:32:33.643|2024-10-18 19:42:48.056|2024-10-18 19:34:48.238|SFLARE      |     1.0000|
|bn240224067 |SFLARE24022406|22 25 49.9|-09 49 22|2024-02-24 01:33:34.520|2024-02-24 01:43:48.933|2024-02-24 01:35:49.242|SFLARE      |     1.0000|
|bn240224190 |SFLARE24022419|22 26 18.2|-09 46 39|2024-02-24 04:32:02.094|2024-02-24 04:42:08.315|2024-02-24 04:34:13.169|SFLARE      |     1.0000|
|bn240224269 |SFLARE24022426|22 26 36.2|-09 44 54|2024-02-24 06:25:45.048|2024-02-24 06:35:59.461|2024-02-24 06:27:58.651|SFLARE      |     1.0000|
|bn241018406 |SFLARE24101840|13 33 17.8|-09 44 19|2024-10-18 09:43:39.168|2024-10-18 09:52:39.851|2024-10-18 09:44:40.161|SFLARE      |     1.0000|
|bn240224339 |SFLARE24022433|22 26 52.3|-09 43 22|2024-02-24 08:06:29.156|2024-02-24 08:16:43.569|2024-02-24 08:08:41.671|SFLARE      |     1.0000|
|bn240224468 |SFLARE24022446|22 27 21.6|-09 40 31|2024-02-24 11:11:42.400|2024-02-24 11:21:56.813|2024-02-24 11:13:56.291|SFLARE      |     1.0000|
|bn240224613 |SFLARE24022461|22 27 54.7|-09 37 19|2024-02-24 14:40:10.005|2024-02-24 14:50:24.419|2024-02-24 14:42:24.568|SFLARE      |     1.0000|
|bn241004492 |SGR18062410044|18 29 16.0|-09 33 00|2024-10-04 11:45:36.279|2024-10-04 11:55:50.690|2024-10-04 11:47:54.458|SGR         |     0.8157|
|bn240224871 |SFLARE24022487|22 28 53.5|-09 31 36|2024-02-24 20:52:41.620|2024-02-24 21:02:56.034|2024-02-24 20:54:54.903|SFLARE      |     1.0000|
|bn241017573 |SFLARE24101757|13 30 10.3|-09 26 09|2024-10-17 13:42:30.563|2024-10-17 13:52:44.976|2024-10-17 13:44:49.286|SFLARE      |     1.0000|
|bn241009073 |SFL241009073  |13 30 04.0|-09 25 00|2024-10-09 01:42:30.690|2024-10-09 01:52:44.222|2024-10-09 01:44:48.053|SFLARE      |     0.9647|
|bn240225380 |SFLARE24022538|22 30 49.2|-09 20 20|2024-02-25 09:04:28.910|2024-02-25 09:14:43.323|2024-02-25 09:06:41.712|SFLARE      |     1.0000|
